species,troph,troph_se
mycale tylota,2,NA
mycale arcuiris,2,NA
mycale chungae,2,NA
mycale cleistochela,2,NA
mycale cliftoni,2,NA
mycale cruzi,2,NA
mycale diastrophochela,2,NA
mycale diversisigmata,2,NA
mycale mascarenensis,2,NA
mycale microxea,2,NA
mycale neunggulensis,2,NA
mycale obscura,2,NA
mycale purpurata,2,NA
mycale thaumatochela,2,NA
mycale ulleungensis,2,NA
mycale acerata,2,NA
mycale intermedia,2,NA
mycale klausjanusorum,2,NA
mycale koreana,2,NA
mycale paradoxa,2,NA
mycale renieroides,2,NA
mycale rhoi,2,NA
mycale stephensae,2,NA
mycale tylotornota,2,NA
mycale atlantica,2,NA
mycale claudei,2,NA
mycale curvisigma,2,NA
mycale dentata,2,NA
mycale janvermeuleni,2,NA
mycale levii,2,NA
mycale macrosigma,2,NA
mycale microsigma,2,NA
mycale moluccensis,2,NA
mycale penicillium,2,NA
mycale psila,2,NA
mycale sceptroides,2,NA
mycale serratohamata,2,NA
mycale serrulata,2,NA
mycale seychellensis,2,NA
mycale spinosigma,2,NA
mycale undulata,2,NA
mycale vitellina,2,NA
mycale coronata,2,NA
mycale ernsti,2,NA
mycale loricata,2,NA
mycale marshallhalli,2,NA
mycale verdensis,2,NA
mycale angulosa,2,NA
mycale isochela,2,NA
mycale parishii,2,NA
mycale pectinicola,2,NA
mycale ramulosa,2,NA
mycale sibogae,2,NA
mycale sierraleonensis,2,NA
mycedium costatum,2,NA
mycedium elephantotus,2,NA
mycedium mancaoi,2,NA
mycedium robokaki,2,NA
mycedium spina,2,NA
mycedium steeni,2,NA
mycedium umbra,2,NA
mycetaraea dimorpha,2,NA
mycetophyllia aliciae,2,NA
mycetophyllia bullbrooki,2,NA
mycetophyllia danaana,2,NA
mycetophyllia ferox,2,NA
mycetophyllia lamarckiana,2,NA
mycetophyllia mirabilis,2,NA
mycetophyllia reesi,2,NA
mycetophyllopsis antiqua,2,NA
mycetophyllopsis azteca,2,NA
myonanthus ambiguus,2,NA
myonanthus bankamensis,2,NA
myriopathes antrocrada,2,NA
myriopathes bifaria,2,NA
myriopathes catharinae,2,NA
myriopathes japonica,2,NA
myriopathes lata,2,NA
myriopathes myriophylla,2,NA
myriopathes panamensis,2,NA
myriopathes rugosa,2,NA
myriopathes spinosa,2,NA
myriopathes stechowi,2,NA
myriopathes ulex,2,NA
myriophyllia borrachensis,2,NA
myriotrochus ahearnae,2,NA
myriotrochus antarcticus,2,NA
myriotrochus eurycyclus,2,NA
myriotrochus giganteus,2,NA
myriotrochus hesperides,2,NA
myriotrochus longissimus,2,NA
myriotrochus macquoriensis,2,NA
myriotrochus mitis,2,NA
myriotrochus mitsukurii,2,NA
myriotrochus nikiae,2,NA
myriotrochus rinkii,2,NA
myriotrochus theeli,2,NA
myriotrochus bathybius,2,NA
myriotrochus clarki,2,NA
myriotrochus meteorensis,2,NA
myriotrochus neocaledonicus,2,NA
myriotrochus rotulus,2,NA
myriotrochus smirnovi,2,NA
myriotrochus vitreus,2,NA
myriozotisis heatherae,2,NA
myriozotisis spinosa,2,NA
myrmekioderma dendyi,2,NA
myrmekioderma granulatum,2,NA
myrmekioderma guajajara,2,NA
myrmekioderma gyroderma,2,NA
myrmekioderma indemaresi,2,NA
myrmekioderma intrastrongyla,2,NA
myrmekioderma laminatum,2,NA
myrmekioderma niveum,2,NA
myrmekioderma pacificum,2,NA
myrmekioderma rea,2,NA
myrmekioderma spelaeum,2,NA
myrmekioderma tenax,2,NA
myrmekioderma tuberculatum,2,NA
myxilla brunnea,2,NA
myxilla dendyi,2,NA
myxilla funalis,2,NA
myxilla araucana,2,NA
myxilla asigmata,2,NA
myxilla asymmetrica,2,NA
myxilla crucifera,2,NA
myxilla gracilis,2,NA
myxilla hastata,2,NA
myxilla lissostyla,2,NA
myxilla myxilloides,2,NA
myxilla pedunculata,2,NA
myxilla pistillaris,2,NA
myxilla ponceti,2,NA
myxilla sigmatifera,2,NA
myxilla arenaria,2,NA
myxilla beauchenensis,2,NA
myxilla chilensis,2,NA
myxilla dracula,2,NA
myxilla hentscheli,2,NA
myxilla janeae,2,NA
myxilla kerguelensis,2,NA
myxilla mariana,2,NA
myxilla massa,2,NA
myxilla methanophila,2,NA
myxilla parasitica,2,NA
myxilla tornotata,2,NA
myxilla acribria,2,NA
myxilla agennes,2,NA
myxilla austini,2,NA
myxilla australis,2,NA
myxilla barentsi,2,NA
myxilla basimucronata,2,NA
myxilla behringensis,2,NA
myxilla bivalvia,2,NA
myxilla burtoni,2,NA
myxilla caliciformis,2,NA
myxilla columna,2,NA
myxilla compressa,2,NA
myxilla crassa,2,NA
myxilla dentata,2,NA
myxilla distorta,2,NA
myxilla diversiancorata,2,NA
myxilla elastica,2,NA
myxilla elongata,2,NA
myxilla fibrosa,2,NA
myxilla fimbriata,2,NA
myxilla flexitornota,2,NA
myxilla fusca,2,NA
myxilla hastatispiculata,2,NA
myxilla hiradoensis,2,NA
myxilla incrustans,2,NA
myxilla inequitornota,2,NA
myxilla insolens,2,NA
myxilla iophonoides,2,NA
myxilla iotrochotina,2,NA
myxilla lacunosa,2,NA
myxilla lobata,2,NA
myxilla macrosigma,2,NA
myxilla mexicensis,2,NA
myxilla mirabilis,2,NA
myxilla mollis,2,NA
myxilla mucronata,2,NA
myxilla nodaspera,2,NA
myxilla novaezealandiae,2,NA
myxilla perspinosa,2,NA
myxilla producta,2,NA
myxilla prouhoi,2,NA
myxilla pumicea,2,NA
myxilla ramosa,2,NA
myxilla reses,2,NA
myxilla rosacea,2,NA
myxilla septentrionalis,2,NA
myxilla setoensis,2,NA
myxilla seychellensis,2,NA
myxilla simplex,2,NA
myxilla swartschewskii,2,NA
myxilla tarifensis,2,NA
myxilla victoriana,2,NA
myxilla acanthotornota,2,NA
myxilla ancorata,2,NA
myxilla canepai,2,NA
myxilla fromontae,2,NA
myxillodoryx nicolae,2,NA
myxodoryx hanitschi,2,NA
myxodoryx jogashimensis,2,NA
nacospatangus altus,2,NA
nacospatangus depressus,2,NA
nacospatangus gracilis,2,NA
nacospatangus interruptus,2,NA
nacospatangus laevis,2,NA
nacospatangus oblongus,2,NA
nacospatangus tylotus,2,NA
nanalcyon sagamiense,2,NA
nancygyra dissepimentata,2,NA
nanipora kamurai,2,NA
nannolampas tenera,2,NA
nanozoanthus harenaceus,2,NA
narella abyssalis,2,NA
narella alaskensis,2,NA
narella alata,2,NA
narella allmani,2,NA
narella alvinae,2,NA
narella ambigua,2,NA
narella arbuscula,2,NA
narella aurantiaca,2,NA
narella bayeri,2,NA
narella bellissima,2,NA
narella biannulata,2,NA
narella bowersi,2,NA
narella calamus,2,NA
narella candidae,2,NA
narella clavata,2,NA
narella compressa,2,NA
narella cristata,2,NA
narella dampieri,2,NA
narella dichotoma,2,NA
narella ferula,2,NA
narella fordi,2,NA
narella gaussi,2,NA
narella gigas,2,NA
narella gilberti,2,NA
narella gilchristi,2,NA
narella grandiflora,2,NA
narella hawaiiensis,2,NA
narella horrida,2,NA
narella hypsocalyx,2,NA
narella irregularis,2,NA
narella japonensis,2,NA
narella japonicus,2,NA
narella laxa,2,NA
narella leilae,2,NA
narella macrocalyx,2,NA
narella megalepis,2,NA
narella merga,2,NA
narella mesolepis,2,NA
narella mosaica,2,NA
narella muzikae,2,NA
narella obscura,2,NA
narella orientalis,2,NA
narella ornata,2,NA
narella parva,2,NA
narella pauciflora,2,NA
narella regularis,2,NA
narella spectabilis,2,NA
narella speighti,2,NA
narella studeri,2,NA
narella valentine,2,NA
narella vermifera,2,NA
narella versluysi,2,NA
narella virgosa,2,NA
narella vulgaris,2,NA
narelloides crinitus,2,NA
narelloides traceyae,2,NA
narindechinus checchiai,2,NA
narrabeena lamellata,2,NA
narrabeena nigra,2,NA
nautanthus bathypelagicus,2,NA
neamphius huxleyi,2,NA
nectactis singularis,2,NA
nefocoenia decussata,2,NA
nefocoenia edelbachensis,2,NA
nefocoenia favosites,2,NA
nefocoenia lobata,2,NA
nefocoenia montuosa,2,NA
nefocoenia nefiana,2,NA
nefocoenia seewaldi,2,NA
nefocoenia werneri,2,NA
nefophyllia angusta,2,NA
nefophyllia inaequalis,2,NA
nefophyllia martiniana,2,NA
nefophyllia multicincta,2,NA
negombata corticata,2,NA
negombata kenyensis,2,NA
negombata magnifica,2,NA
negombo acanthosanidastera,2,NA
negombo jogashimensis,2,NA
negombo kellyae,2,NA
negombo tenuistellata,2,NA
nemanthus annamensis,2,NA
nemanthus californicus,2,NA
nemanthus nitidus,2,NA
nemaphyllum arachnoideum,2,NA
nemaphyllum clisioides,2,NA
nemaphyllum decipiens,2,NA
nemaphyllum minus,2,NA
nemaphyllum septosum,2,NA
nematostella nathorstii,2,NA
nematostella polaris,2,NA
nematostella vectensis,2,NA
nemenzophyllia turbida,2,NA
neoamphicyclus altoffi,2,NA
neoamphicyclus indonesiae,2,NA
neoamphicyclus lividus,2,NA
neoamphicyclus materiae,2,NA
neoamphicyclus mutans,2,NA
neoamphicyclus problematica,2,NA
neoaulaxinia clavata,2,NA
neoaulaxinia persicum,2,NA
neoaulaxinia zingiberadix,2,NA
neocoenia renzi,2,NA
neocoeniopsis excelsa,2,NA
neocoeniopsis fromenteli,2,NA
neocondylactis singaporensis,2,NA
neocucumella bicolumnata,2,NA
neocucumella fracta,2,NA
neocucumella turnerae,2,NA
neocucumis atlanticus,2,NA
neocucumis cauda,2,NA
neocucumis doelahensis,2,NA
neocucumis kilburni,2,NA
neocucumis marionii,2,NA
neocucumis misakiensis,2,NA
neocucumis panamensis,2,NA
neocucumis sagamiensis,2,NA
neocucumis sordidatus,2,NA
neocucumis veleronis,2,NA
neocucumis watasei,2,NA
neofibularia chinensis,2,NA
neofibularia hartmani,2,NA
neofibularia irata,2,NA
neofibularia mordens,2,NA
neofibularia nolitangere,2,NA
neohalcampa sheikoi,2,NA
neolaganum durhami,2,NA
neolampas rostellata,2,NA
neolepidotrochus kermadecensis,2,NA
neolepidotrochus novaeguinensis,2,NA
neolepidotrochus parvidiscus,2,NA
neolepidotrochus pawsoni,2,NA
neolepidotrochus variodentatus,2,NA
neoparacondylactis haraldoi,2,NA
neopelta amphiaster,2,NA
neopelta imperfecta,2,NA
neopelta perfecta,2,NA
neopelta plinthosellina,2,NA
neopelta pulvinus,2,NA
neopentadactyla mixta,2,NA
neopentamera anexigua,2,NA
neopetrosia carbonaria,2,NA
neopetrosia chaliniformis,2,NA
neopetrosia compacta,2,NA
neopetrosia contignata,2,NA
neopetrosia cristata,2,NA
neopetrosia cylindrica,2,NA
neopetrosia delicatula,2,NA
neopetrosia dendrocrevacea,2,NA
neopetrosia densissima,2,NA
neopetrosia dominicana,2,NA
neopetrosia dutchi,2,NA
neopetrosia eructans,2,NA
neopetrosia eurystomata,2,NA
neopetrosia granulosa,2,NA
neopetrosia halichondrioides,2,NA
neopetrosia massa,2,NA
neopetrosia ovata,2,NA
neopetrosia perforata,2,NA
neopetrosia problematica,2,NA
neopetrosia proxima,2,NA
neopetrosia rava,2,NA
neopetrosia retiderma,2,NA
neopetrosia rosariensis,2,NA
neopetrosia sapra,2,NA
neopetrosia seriata,2,NA
neopetrosia sigmafera,2,NA
neopetrosia similis,2,NA
neopetrosia subtriangularis,2,NA
neopetrosia sulcata,2,NA
neopetrosia tenera,2,NA
neopetrosia truncata,2,NA
neopetrosia tuberosa,2,NA
neopetrosia vanilla,2,NA
neopetrosia zumi,2,NA
neophrissospongia endoumensis,2,NA
neophrissospongia galapagoensis,2,NA
neophrissospongia microstylifera,2,NA
neophrissospongia nana,2,NA
neophrissospongia nolitangere,2,NA
neophrissospongia radjae,2,NA
neophrissospongia tubulata,2,NA
neopneustes micrasteroides,2,NA
neopodospongia bergquistae,2,NA
neopodospongia carlinae,2,NA
neopodospongia exilis,2,NA
neopodospongia normani,2,NA
neopodospongia pagei,2,NA
neopodospongia tupecomareni,2,NA
neopsolidium convergens,2,NA
neopsolidium kerguelensis,2,NA
neoschrammeniella antarctica,2,NA
neoschrammeniella bowerbankii,2,NA
neoschrammeniella castrum,2,NA
neoschrammeniella fulvodesmus,2,NA
neoschrammeniella inaequalis,2,NA
neoschrammeniella moreti,2,NA
neoschrammeniella norfolkii,2,NA
neoschrammeniella piserai,2,NA
neoschrammeniella pomponiae,2,NA
neosiphonia fruticosa,2,NA
neosiphonia microtriaeneae,2,NA
neosiphonia motukawanui,2,NA
neosiphonia schmidtii,2,NA
neosiphonia superstes,2,NA
neospongodes atlantica,2,NA
neostichopus grammatus,2,NA
neothyone gibber,2,NA
neothyone gibbosa,2,NA
neothyone panamensis,2,NA
neothyonidium armatum,2,NA
neothyonidium dearmatum,2,NA
neothyonidium hawaiiense,2,NA
neothyonidium inflatum,2,NA
neothyonidium insolitum,2,NA
neothyonidium intermedium,2,NA
neothyonidium minutum,2,NA
neothyonidium parvipedum,2,NA
neothyonidium parvum,2,NA
neothyonidium spiniferum,2,NA
neothyonidium vultur,2,NA
neotoxodora pacifica,2,NA
neozoanthus caleyi,2,NA
neozoanthus tulearensis,2,NA
neozoanthus uchina,2,NA
nephthyigorgia annectens,2,NA
nephthyigorgia aurantiaca,2,NA
nephthyigorgia crassa,2,NA
nephthyigorgia kkenthali,2,NA
nethea amygdaloides,2,NA
nethea nana,2,NA
nevadne glauca,2,NA
nicella americana,2,NA
nicella carinata,2,NA
nicella deichmannae,2,NA
nicella dichotoma,2,NA
nicella flabellata,2,NA
nicella flagellum,2,NA
nicella goreaui,2,NA
nicella gracilis,2,NA
nicella granifera,2,NA
nicella guadalupensis,2,NA
nicella hebes,2,NA
nicella lanceolata,2,NA
nicella laxa,2,NA
nicella magna,2,NA
nicella multiramosa,2,NA
nicella obesa,2,NA
nicella robusta,2,NA
nicella spicula,2,NA
nicella toeplitzae,2,NA
nidalia agariciformis,2,NA
nidalia alciformis,2,NA
nidalia aurantia,2,NA
nidalia borongaensis,2,NA
nidalia celosioides,2,NA
nidalia deichmannae,2,NA
nidalia dissidens,2,NA
nidalia expansa,2,NA
nidalia foliacea,2,NA
nidalia lampas,2,NA
nidalia macrospina,2,NA
nidalia occidentalis,2,NA
nidalia rubripunctata,2,NA
nidalia simpsoni,2,NA
nidalia studeri,2,NA
nidaliopsis alta,2,NA
nidaliopsis laeve,2,NA
nidaliopsis pygmaea,2,NA
nidaliopsis violacea,2,NA
niphates aga,2,NA
niphates alba,2,NA
niphates amorpha,2,NA
niphates arenata,2,NA
niphates cavernosa,2,NA
niphates caycedoi,2,NA
niphates digitalis,2,NA
niphates erecta,2,NA
niphates furcata,2,NA
niphates hispida,2,NA
niphates laminaris,2,NA
niphates luizae,2,NA
niphates lunisimilis,2,NA
niphates lutea,2,NA
niphates mirabilis,2,NA
niphates nitida,2,NA
niphates obtusispiculifera,2,NA
niphates olemda,2,NA
niphates plumosa,2,NA
niphates recondita,2,NA
niphates rowi,2,NA
niphates toxifera,2,NA
nomlandia californica,2,NA
noriphyllia anatoliensis,2,NA
noriphyllia dachsteinae,2,NA
noriphyllia monatutoensis,2,NA
notisis charcoti,2,NA
notisis elongata,2,NA
notisis fragilis,2,NA
notocidaris bakeri,2,NA
notocidaris gaussensis,2,NA
notocidaris hastata,2,NA
notocidaris lanceolata,2,NA
notocidaris mortenseni,2,NA
notocidaris platyacantha,2,NA
notocidaris remigera,2,NA
notocidaris vellai,2,NA
notocyathus alatus,2,NA
notocyathus aldingensus,2,NA
notocyathus conicus,2,NA
notocyathus euconicus,2,NA
notocyathus tateanus,2,NA
notocyathus venustus,2,NA
notocyathus viola,2,NA
notodysiferus dhondtae,2,NA
notophyllia aperta,2,NA
notophyllia etheridgi,2,NA
notophyllia gracilis,2,NA
notophyllia hecki,2,NA
notophyllia piscacauda,2,NA
notophyllia recta,2,NA
notophyllia semivestita,2,NA
novasalenia plananyensis,2,NA
novasalenia predbojensis,2,NA
nucleotethya bifida,2,NA
nudacolumastraea stefani,2,NA
nudechinus ambonensis,2,NA
nudechinus darnleyensis,2,NA
nudechinus gravieri,2,NA
nudechinus inconspicuus,2,NA
nudechinus multicolor,2,NA
nudechinus rubripunctatus,2,NA
nudechinus scotiopremnus,2,NA
nudechinus stictus,2,NA
nudechinus verruculatus,2,NA
nullarbora acanthoxea,2,NA
nullarbora caillieti,2,NA
nullarbora evae,2,NA
nullarbora fristedtii,2,NA
nullarbora grimaldii,2,NA
nullarbora heptaxia,2,NA
nullarbora investigator,2,NA
nullarbora linearis,2,NA
nullarbora microchela,2,NA
nullarbora penniformis,2,NA
nullarbora pteron,2,NA
nullarbora rectangularis,2,NA
nullarbora segonzaci,2,NA
nullarbora septemdentalis,2,NA
numidiaphyllum gillianum,2,NA
oceanactis bursifera,2,NA
oceanactis diomedeae,2,NA
oceanactis rhodactylus,2,NA
oceanapia aberrans,2,NA
oceanapia abrolhosensis,2,NA
oceanapia aerea,2,NA
oceanapia aliformis,2,NA
oceanapia amboinensis,2,NA
oceanapia arcifera,2,NA
oceanapia arenosa,2,NA
oceanapia ascidia,2,NA
oceanapia atlantica,2,NA
oceanapia azorensis,2,NA
oceanapia bacillifera,2,NA
oceanapia bartschi,2,NA
oceanapia cagayanensis,2,NA
oceanapia canalis,2,NA
oceanapia cancap,2,NA
oceanapia carbonilla,2,NA
oceanapia carotta,2,NA
oceanapia cohaerens,2,NA
oceanapia constructa,2,NA
oceanapia cordia,2,NA
oceanapia coriacea,2,NA
oceanapia corticata,2,NA
oceanapia crassispicula,2,NA
oceanapia cribrirhina,2,NA
oceanapia decipiens,2,NA
oceanapia desquefaundia,2,NA
oceanapia dura,2,NA
oceanapia elastica,2,NA
oceanapia elongata,2,NA
oceanapia enigmatica,2,NA
oceanapia eumita,2,NA
oceanapia eusiphonia,2,NA
oceanapia exigua,2,NA
oceanapia fibulata,2,NA
oceanapia fistulosa,2,NA
oceanapia fragilis,2,NA
oceanapia fuliginosa,2,NA
oceanapia globosa,2,NA
oceanapia guaiteca,2,NA
oceanapia hechteli,2,NA
oceanapia hondurasensis,2,NA
oceanapia imperfecta,2,NA
oceanapia incrustata,2,NA
oceanapia integra,2,NA
oceanapia irregularis,2,NA
oceanapia isodictyiformis,2,NA
oceanapia macrotoxa,2,NA
oceanapia magna,2,NA
oceanapia media,2,NA
oceanapia microtoxa,2,NA
oceanapia minor,2,NA
oceanapia minuta,2,NA
oceanapia mollis,2,NA
oceanapia mucronata,2,NA
oceanapia niduliformis,2,NA
oceanapia nodosa,2,NA
oceanapia nodulosa,2,NA
oceanapia oleracea,2,NA
oceanapia ooita,2,NA
oceanapia pacifica,2,NA
oceanapia papula,2,NA
oceanapia pedunculata,2,NA
oceanapia pellucida,2,NA
oceanapia peltata,2,NA
oceanapia penicilliformis,2,NA
oceanapia perforata,2,NA
oceanapia perlucida,2,NA
oceanapia petrosia,2,NA
oceanapia phillipensis,2,NA
oceanapia pinella,2,NA
oceanapia polysiphonia,2,NA
oceanapia porosa,2,NA
oceanapia putridosa,2,NA
oceanapia ramsayi,2,NA
oceanapia renieroides,2,NA
oceanapia reticulata,2,NA
oceanapia robusta,2,NA
oceanapia sagittaria,2,NA
oceanapia sessilis,2,NA
oceanapia seychellensis,2,NA
oceanapia spathulifera,2,NA
oceanapia spinisphaera,2,NA
oceanapia stalagmitica,2,NA
oceanapia tenuis,2,NA
oceanapia topsenti,2,NA
oceanapia toxonisimilis,2,NA
oceanapia toxophila,2,NA
oceanapia triangulata,2,NA
oceanapia tuber,2,NA
oceanapia vacua,2,NA
oceanapia vera,2,NA
oceanapia zoologica,2,NA
ocnus amiculus,2,NA
ocnus braziliensis,2,NA
ocnus brunneus,2,NA
ocnus capensis,2,NA
ocnus cataphractus,2,NA
ocnus corbulus,2,NA
ocnus cruciformis,2,NA
ocnus cylindricus,2,NA
ocnus diomedeae,2,NA
ocnus glacialis,2,NA
ocnus lacteus,2,NA
ocnus paracorbulus,2,NA
ocnus petiti,2,NA
ocnus placominutus,2,NA
ocnus planci,2,NA
ocnus pygmaeus,2,NA
ocnus rowei,2,NA
ocnus tantulus,2,NA
ocnus vicarius,2,NA
octineon chilense,2,NA
octineon lindahli,2,NA
octineon suecicum,2,NA
octophellia timida,2,NA
octotremacis hochstetteri,2,NA
oculina alabamensis,2,NA
oculina aldrichi,2,NA
oculina arbuscula,2,NA
oculina conferta,2,NA
oculina diffusa,2,NA
oculina halensis,2,NA
oculina harrisi,2,NA
oculina incrustans,2,NA
oculina mississippiensis,2,NA
oculina nefrens,2,NA
oculina nordenskjoeldi,2,NA
oculina oamaruensis,2,NA
oculina olssoni,2,NA
oculina patagonica,2,NA
oculina peruviana,2,NA
oculina polyphylla,2,NA
oculina profunda,2,NA
oculina robusta,2,NA
oculina sarasotana,2,NA
oculina singleyi,2,NA
oculina smithi,2,NA
oculina tabulata,2,NA
oculina tenella,2,NA
oculina umbellata,2,NA
oculina valenciennesi,2,NA
oculina varicosa,2,NA
oculina vicksburgensis,2,NA
oculina virgosa,2,NA
oculina wetherelli,2,NA
oestergrenia digitata,2,NA
oestergrenia dubia,2,NA
oestergrenia incerta,2,NA
oestergrenia kongoensis,2,NA
oestergrenia marenzelleri,2,NA
oestergrenia mortenseni,2,NA
oestergrenia spatula,2,NA
oestergrenia thomsonii,2,NA
oestergrenia variabilis,2,NA
offaster granulosus,2,NA
offaster nuciformis,2,NA
offaster rugius,2,NA
ogilviastraea bigemmis,2,NA
ogilvinella morycowae,2,NA
ogmocidaris benhami,2,NA
ohshimella castanea,2,NA
ohshimella ehrenbergii,2,NA
ohshimella mauritiensis,2,NA
ohshimella nhatrangensis,2,NA
ohshimella ocula,2,NA
oligopygus alvarezi,2,NA
oligopygus camagueyensis,2,NA
oligopygus christi,2,NA
oligopygus circularis,2,NA
oligopygus collignoni,2,NA
oligopygus colsoni,2,NA
oligopygus costuliformis,2,NA
oligopygus cubensis,2,NA
oligopygus curasavica,2,NA
oligopygus elongatus,2,NA
oligopygus floridanus,2,NA
oligopygus herrerai,2,NA
oligopygus hypselus,2,NA
oligopygus jamaicensis,2,NA
oligopygus kugleri,2,NA
oligopygus mullerriedi,2,NA
oligopygus nancei,2,NA
oligopygus ovumserpentis,2,NA
oligopygus pinguis,2,NA
oligopygus putnami,2,NA
oligopygus rotundus,2,NA
oligopygus sanchezi,2,NA
oligopygus sanjosephi,2,NA
oligopygus tuberculatus,2,NA
oligopygus zyndeli,2,NA
olindagorgia gracilis,2,NA
onchotrochus carteri,2,NA
onchotrochus serpentinus,2,NA
oneirophanta conservata,2,NA
oneirophanta setigera,2,NA
onogorgia nodosa,2,NA
onotoa amphiastra,2,NA
onotoa claudelevii,2,NA
onubactis rocioi,2,NA
oolopygus convexus,2,NA
oolopygus globulorostratus,2,NA
oolopygus jandrainensis,2,NA
oparinisis flexilis,2,NA
oparinisis parkeri,2,NA
oparinisis viking,2,NA
opechinus albus,2,NA
opechinus cheribonensis,2,NA
opechinus collignoni,2,NA
opechinus madurae,2,NA
opechinus variabilis,2,NA
opheodesoma australiensis,2,NA
opheodesoma clarki,2,NA
opheodesoma glabra,2,NA
opheodesoma grisea,2,NA
opheodesoma lineata,2,NA
opheodesoma radiosa,2,NA
opheodesoma serpentina,2,NA
opheodesoma sinevirga,2,NA
opheodesoma spectabilis,2,NA
opheodesoma variabilis,2,NA
ophidiogorgia kuekenthali,2,NA
ophidiogorgia paradoxa,2,NA
ophiodiscus annulatus,2,NA
ophiodiscus sulcatus,2,NA
ophiraphidites tortuosus,2,NA
ophlitaspongia kildensis,2,NA
ophlitaspongia papilla,2,NA
opissaster auraduensis,2,NA
opissaster cantabriae,2,NA
opissaster derasmoi,2,NA
opissaster farquharsoni,2,NA
opissaster herrerae,2,NA
opissaster kugleri,2,NA
opissaster rozieri,2,NA
opissaster somaliensis,2,NA
opissaster tainui,2,NA
opissaster oligocenicus,2,NA
oppelismilia gemmans,2,NA
oppelismilia spectabilis,2,NA
orangaslia dipperae,2,NA
