species,value,trait
platyrhinoidis triseriata,15,max fecundity
plecoglossus altivelis,110000,max fecundity
plectropomus leopardus,1333521.4244175176,max fecundity
pleuragramma antarctica,17774,max fecundity
pleuragramma antarctica,8673.077460947736,max fecundity
pleurogrammus monopterygius,7735.228684837253,max fecundity
pleuronectes platessa,700000,max fecundity
pleuronectes platessa,500000,max fecundity
pleuronectes platessa,59600,max fecundity
pleuronectes platessa,46300,max fecundity
pleuronectes platessa,40000,max fecundity
pleuronectes platessa,93000,max fecundity
pleuronectes platessa,140000,max fecundity
pleuronectes platessa,106000,max fecundity
pleuronectes platessa,344000,max fecundity
pleuronectes platessa,405781.9200538092,max fecundity
pleuronectes platessa,462597.0968805429,max fecundity
pleuronectes platessa,387897.76397748693,max fecundity
pleuronectes platessa,351832.40184604656,max fecundity
pleuronectes platessa,239276.67017469334,max fecundity
pleuronectes platessa,745211.029157785,max fecundity
pleuronectes platessa,247331.96665850826,max fecundity
pleuronectes platessa,619637.519003911,max fecundity
pleuronectes platessa,405173.2588227473,max fecundity
pleuronectes platessa,460535.22055713687,max fecundity
pleuronectes platessa,244635.21881179366,max fecundity
pleuronectes platessa,728063.673519064,max fecundity
pleuronectes platessa,896974.4457754869,max fecundity
pleuronectes putnami,51854,max fecundity
plicofollis layardi,82,max fecundity
plicofollis layardi,82,max fecundity
plicofollis layardi,622.1487565319842,max fecundity
plicofollis layardi,94,max fecundity
plicofollis layardi,515,max fecundity
pliotrema warreni,7,max fecundity
poecilia latipinna,300,max fecundity
poecilia latipinna,161,max fecundity
poeciliopsis gracilis,40,max fecundity
poeciliopsis occidentalis,15,max fecundity
pogonophryne ventrimaculata,1800,max fecundity
pollachius virens,8260000,max fecundity
pollachius virens,8985000,max fecundity
pollimyrus nigricans,739,max fecundity
polyodon spathula,608650,max fecundity
polyodon spathula,142000,max fecundity
polyprion americanus,11900000,max fecundity
polyprion oxygeneios,5800000,max fecundity
polypterus congicus,66981.8579637539,max fecundity
polypterus delhezi,6843.798531079201,max fecundity
polypterus ornatipinnis,300,max fecundity
polypterus palmas,5,max fecundity
polypterus senegalus,487,max fecundity
pomatomus saltatrix,1000000,max fecundity
pomatomus saltatrix,920746,max fecundity
pomatoschistus lozanoi,2453,max fecundity
pomatoschistus marmoratus,1226,max fecundity
pomatoschistus minutus,5603,max fecundity
pomatoschistus minutus,2577,max fecundity
pomatoschistus minutus,2749,max fecundity
pomoxis annularis,147800,max fecundity
pomoxis nigromaculatus,65520,max fecundity
pomoxis nigromaculatus,65520,max fecundity
pomoxis nigromaculatus,334396,max fecundity
pomoxis nigromaculatus,50000,max fecundity
ponticola kessleri,1677.4587037879235,max fecundity
porichthys notatus,2745,max fecundity
potamotrygon falkneri,5.824509388152512,max fecundity
potamotrygon leopoldi,2,max fecundity
potamotrygon motoro,46.596075105220095,max fecundity
priacanthus hamrur,129805.90292185631,max fecundity
priacanthus hamrur,81214,max fecundity
prionace glauca,135,max fecundity
prionace glauca,70,max fecundity
prionace glauca,39.3179511562964,max fecundity
prionace glauca,69.38461968758187,max fecundity
prionace glauca,37.00513050004367,max fecundity
pristella maxillaris,400,max fecundity
pristella maxillaris,400,max fecundity
pristiophorus cirratus,22,max fecundity
pristiophorus japonicus,34.94705632891507,max fecundity
pristipomoides multidens,2770000,max fecundity
pristipomoides multidens,2800000,max fecundity
pristipomoides multidens,646000,max fecundity
pristipomoides typus,2070000,max fecundity
pristipomoides typus,2100000,max fecundity
pristis pectinata,20,max fecundity
protopterus aethiopicus,14561.27347038128,max fecundity
protopterus aethiopicus,58422,max fecundity
protopterus aethiopicus,14922,max fecundity
protopterus annectens,848,max fecundity
probarbus jullieni,500000,max fecundity
pronotogrammus martinicensis,393,max fecundity
proscyllium habereri,2,max fecundity
prosopium coulterii,1136,max fecundity
prosopium coulterii,1136,max fecundity
prosopium coulterii,1153,max fecundity
prosopium cylindraceum,11888,max fecundity
prosopium cylindraceum,12000,max fecundity
prosopium cylindraceum,26732,max fecundity
prosopium spilonotus,1200,max fecundity
prosopium williamsoni,24143,max fecundity
prototroctes maraena,68000,max fecundity
psephurus gladius,970000,max fecundity
psettodes erumei,1316735,max fecundity
pseudetroplus maculatus,300,max fecundity
pseudobalistes flavimarginatus,1252269.51845279,max fecundity
pseudobalistes fuscus,70000,max fecundity
pseudobarbus quathlambae,2875,max fecundity
pseudobatos lentiginosus,6,max fecundity
pseudobatos percellens,13,max fecundity
pseudobatos productus,28,max fecundity
pseudobatos productus,16,max fecundity
pseudobatos productus,26.210292246686304,max fecundity
pseudocarcharias kamoharai,11.649018776305024,max fecundity
pseudochaenichthys georgianus,12970,max fecundity
pseudochaenichthys georgianus,12721,max fecundity
pseudochaenichthys georgianus,17958,max fecundity
pseudochaenichthys georgianus,10746,max fecundity
pseudochaenichthys georgianus,8860,max fecundity
pseudochromis olivaceus,2912.254694076256,max fecundity
pseudocorynopoma doriae,1000,max fecundity
pseudocrenilabrus multicolor,80,max fecundity
pseudocrenilabrus philander,70,max fecundity
pseudocrenilabrus philander,100,max fecundity
pseudocyttus maculatus,84000,max fecundity
pseudocyttus maculatus,84000,max fecundity
pseudogobius olorum,150,max fecundity
pseudomugil mellis,125,max fecundity
pseudophycis bachus,30000000,max fecundity
pseudopimelodus mangurus,1042860.9324205428,max fecundity
pseudoplatystoma corruscans,185956.19898085116,max fecundity
pseudorasbora parva,3000,max fecundity
pseudorasbora parva,2912.254694076256,max fecundity
pseudorasbora parva,3060,max fecundity
pseudorasbora parva,2141,max fecundity
pseudosimochromis babaulti,50,max fecundity
pteronotropis hubbsi,781,max fecundity
pteroplatytrygon violacea,9,max fecundity
pteroplatytrygon violacea,4,max fecundity
pteroplatytrygon violacea,5,max fecundity
pteroplatytrygon violacea,9,max fecundity
pteroplatytrygon violacea,6,max fecundity
pteroplatytrygon violacea,2,max fecundity
pyrrhulina filamentosa,200,max fecundity
rasbora tawarensis,4662,max fecundity
pseudotriakis microdon,4,max fecundity
pseudotropheus johannii,35,max fecundity
pseudotropheus livingstonii,60,max fecundity
pseudoxiphophorus bimaculatus,78,max fecundity
psilodraco breviceps,3902.421290062183,max fecundity
psilodraco breviceps,3537,max fecundity
pterapogon kauderni,40,max fecundity
pterapogon kauderni,58.24509388152512,max fecundity
pterogobius zacalles,9802,max fecundity
pterygoplichthys multiradiatus,5775.001058353216,max fecundity
pungitius platygaster,90,max fecundity
pungitius pungitius,71,max fecundity
pungitius pungitius,960,max fecundity
pungitius pungitius,1000,max fecundity
pungitius pungitius,199,max fecundity
puntigrus partipentazona,500,max fecundity
puntius sophore,24389,max fecundity
puntius sophore,16590,max fecundity
puntius sophore,23053,max fecundity
puntius titteya,300,max fecundity
puntius vittatus,873.6764082228768,max fecundity
pygocentrus nattereri,5000,max fecundity
pylodictis olivaris,11300,max fecundity
pylodictis olivaris,100000,max fecundity
pylodictis olivaris,100000,max fecundity
pyrrhulina rachoviana,200,max fecundity
pyrrhulina vittata,300,max fecundity
rachycentron canadum,5439000,max fecundity
racovitzia glacialis,4077.1565717067583,max fecundity
racovitzia glacialis,1968,max fecundity
raja brachyura,87.36764082228768,max fecundity
raja brachyura,90,max fecundity
raja clavata,170,max fecundity
raja clavata,142,max fecundity
raja clavata,60,max fecundity
raja clavata,101.92891429266896,max fecundity
raja clavata,75,max fecundity
raja microocellata,61,max fecundity
raja montagui,60,max fecundity
raja polystigma,62,max fecundity
raja radula,154,max fecundity
rasbora borapetensis,40,max fecundity
rastrelliger kanagurta,68500,max fecundity
rastrelliger kanagurta,51753.98782496733,max fecundity
rastrelliger kanagurta,170455,max fecundity
ratsirakia legendrei,5824.509388152512,max fecundity
redigobius bikolanus,2912.254694076256,max fecundity
regalecus glesne,139000,max fecundity
reinhardtius hippoglossoides,300000,max fecundity
reinhardtius hippoglossoides,80000,max fecundity
reinhardtius hippoglossoides,158000,max fecundity
reinhardtius hippoglossoides,70500,max fecundity
reinhardtius hippoglossoides,32100,max fecundity
reinhardtius hippoglossoides,158000,max fecundity
reinhardtius hippoglossoides,277000,max fecundity
reinhardtius hippoglossoides,149000,max fecundity
reinhardtius hippoglossoides,152000,max fecundity
reinhardtius hippoglossoides,112000,max fecundity
reinhardtius hippoglossoides,149000,max fecundity
reinhardtius hippoglossoides,112000,max fecundity
remora osteochir,30000,max fecundity
rexea solandri,4000000,max fecundity
rhacochilus toxotes,21,max fecundity
rhamdia quelen,120375.13552494797,max fecundity
rhina ancylostomus,4,max fecundity
rhincodon typus,300,max fecundity
rhincodon typus,300,max fecundity
rhodeus amarus,100,max fecundity
rhodeus amarus,250,max fecundity
rhodeus sericeus,500,max fecundity
salmo salar,26000,max fecundity
salmo salar,14499,max fecundity
salmo salar,6654,max fecundity
salmo salar,8768,max fecundity
salmo salar,11565,max fecundity
salmo salar,5995,max fecundity
salmo salar,9444,max fecundity
salmo salar,8246,max fecundity
salmo salar,13400,max fecundity
salmo salar,17200,max fecundity
rhinelepis aspera,50153.51593084043,max fecundity
rhinichthys atratulus,2674,max fecundity
rhinichthys cataractae,1200,max fecundity
rhinichthys cataractae,2534,max fecundity
rhinichthys cobitis,1200,max fecundity
rhinobatos hynnicephalus,9,max fecundity
rhinobatos rhinobatos,20,max fecundity
rhinobatos schlegelii,18,max fecundity
rhinogobiops nicholsii,4788,max fecundity
rhinogobius duospilus,50,max fecundity
rhinoptera javanica,2,max fecundity
rhinoptera marginata,6,max fecundity
rhinoptera steindachneri,1,max fecundity
rhizoprionodon acutus,8,max fecundity
rhizoprionodon acutus,6,max fecundity
rhizoprionodon acutus,8,max fecundity
rhizoprionodon acutus,6,max fecundity
rhizoprionodon lalandii,4,max fecundity
rhizoprionodon oligolinx,5,max fecundity
rhizoprionodon oligolinx,7,max fecundity
rhizoprionodon porosus,6,max fecundity
rhizoprionodon porosus,6,max fecundity
rhizoprionodon taylori,8,max fecundity
rhizoprionodon terraenovae,7,max fecundity
rhizoprionodon terraenovae,7,max fecundity
richardsonius balteatus,3602,max fecundity
rineloricaria fallax,200,max fecundity
rocio octofasciata,800,max fecundity
romanichthys valsanicola,150,max fecundity
romanichthys valsanicola,150,max fecundity
rostroraja alba,153,max fecundity
rostroraja eglanteria,44,max fecundity
rutilus rutilus,200000,max fecundity
rutilus rutilus,145612.7347038128,max fecundity
rutilus rutilus,7053,max fecundity
rutilus rutilus,4146,max fecundity
rutilus rutilus,6558,max fecundity
rutilus rutilus,32810,max fecundity
rutilus rutilus,49354,max fecundity
rutilus rutilus,34000,max fecundity
rutilus rutilus,16539,max fecundity
rutilus rutilus,17291,max fecundity
rutilus rutilus,5985,max fecundity
rutilus rutilus,10000,max fecundity
rutilus rutilus,7937,max fecundity
rutilus rutilus,95387,max fecundity
rutilus rutilus,139027,max fecundity
rutilus rutilus,733525,max fecundity
rutilus rutilus,898530.8249541854,max fecundity
rutilus rutilus,893905.1836416799,max fecundity
rutilus rutilus,47000,max fecundity
rutilus rutilus,27400,max fecundity
salangichthys microdon,2700,max fecundity
salaria fluviatilis,300,max fecundity
salaria fluviatilis,1000,max fecundity
salaria fluviatilis,1200,max fecundity
salminus brasiliensis,692525.4294872514,max fecundity
salmo macrostigma,3232,max fecundity
salmo macrostigma,2340,max fecundity
salmo trutta,10000,max fecundity
salmo trutta,1340,max fecundity
salmo trutta,996,max fecundity
salmo trutta,572,max fecundity
salmo trutta,1250,max fecundity
salmo trutta,20865,max fecundity
salmo trutta,1500,max fecundity
salmo trutta,589,max fecundity
salmo trutta,3778,max fecundity
salvelinus alpinus,600,max fecundity
salvelinus alpinus,6000,max fecundity
salvelinus alpinus,5500,max fecundity
salvelinus alpinus,8065,max fecundity
salvelinus elgyticus,770,max fecundity
salvelinus fontinalis,5000,max fecundity
salvelinus fontinalis,689,max fecundity
salvelinus leucomaenis,3515,max fecundity
salvelinus namaycush,6000,max fecundity
salvelinus namaycush,17000,max fecundity
salvelinus namaycush,18051,max fecundity
sander canadensis,210000,max fecundity
sander lucioperca,200000,max fecundity
sander lucioperca,500000,max fecundity
sander lucioperca,806694.5502591229,max fecundity
sander lucioperca,436838.20411143836,max fecundity
sander lucioperca,370500,max fecundity
sander lucioperca,848200,max fecundity
sander lucioperca,1227000,max fecundity
sander lucioperca,1307436,max fecundity
sander lucioperca,780400,max fecundity
sander lucioperca,727000,max fecundity
sander lucioperca,1436200,max fecundity
sander lucioperca,1110000,max fecundity
sander lucioperca,1214100,max fecundity
sander lucioperca,2024152,max fecundity
sander lucioperca,1852328,max fecundity
sander lucioperca,1186400,max fecundity
sander lucioperca,2498000,max fecundity
sander lucioperca,429700,max fecundity
sander lucioperca,831100,max fecundity
sander lucioperca,1173400,max fecundity
sander lucioperca,2957400,max fecundity
sander lucioperca,513600,max fecundity
sander lucioperca,123624,max fecundity
sander lucioperca,1090000,max fecundity
sander lucioperca,2545000,max fecundity
sander lucioperca,901000,max fecundity
sander vitreus,612000,max fecundity
sander vitreus,227138,max fecundity
sander vitreus,53009,max fecundity
sander vitreus,615000,max fecundity
sanopus barbatus,499,max fecundity
sarcocheilichthys sinensis,10000,max fecundity
sardina pilchardus,60000,max fecundity
sardina pilchardus,490000,max fecundity
sardina pilchardus,39215.03063709315,max fecundity
sardina pilchardus,3154.687375128723,max fecundity
sardina pilchardus,39088.98191132738,max fecundity
sardina pilchardus,82660,max fecundity
sardina pilchardus,75000,max fecundity
sardina pilchardus,88028.72263784299,max fecundity
sardina pilchardus,33851,max fecundity
sardinella aurita,72700,max fecundity
sardinella aurita,72700,max fecundity
sardinella aurita,83779,max fecundity
sardinella aurita,40350,max fecundity
sardinella aurita,216000,max fecundity
sardinella brasiliensis,23318,max fecundity
sardinella fimbriata,60981,max fecundity
sardinella gibbosa,73000,max fecundity
sardinella gibbosa,68377,max fecundity
